Katsesõna	Tähendus	vastus	põhjendus	sünonüümid
säärejooks	(jalasäärte välimuse, hrl sihvakate säärte kohta)	informaalsetes	"""Säärejooks"" selles tähenduses kõlab üsna argikeelse ja emotsionaalse hinnanguna.  See sobiks hästi näiteks blogipostitusse või vestlusse sõpradega, aga ametlikus või neutraalses kontekstis kasutataks pigem kirjeldamaid ja vähem subjektiivseid väljendeid nagu ""sihvakad sääred"" või ""ilusad jalad""."	
säärevarjud	püksid	informaalsetes	"""Säärevarjud"" pükste tähenduses on humoorikas ja kujundlik väljend, mida kasutatakse pigem mitteametlikes olukordades ja tekstides. See ei ole ametlik ega neutraalne sõna pükste kohta."	
sääreväristaja	väikesemahulise mootoriga kaherattaline sõiduk, abimootoriga jalgratas	informaalsetes	"""Sääreväristaja"" on rahvapärane ja humoorikas väljend, mis viitab mopeedile või muule sarnasele sõidukile.  Seda kasutatakse peamiselt mitteametlikes vestlustes ja tekstides, et luua lõbus ja kerge meeleolu. Ametlikes dokumentides või tehnilistes kirjeldustes kasutatakse pigem täpsemaid ja neutraalsemaid termineid nagu ""mopeed"", ""roller"" või ""abimootoriga jalgratas""."	
söömamees	(meessoost) inimene, kes sööb meeleldi ja palju	informaalsetes	"""Söömamees"" on rahvapärane ja humoorikas väljend, mida kasutatakse pigem lõdvestunud ja mitteametlikes olukordades.  See kõlab liiga familiaarne ametliku või neutraalse teksti jaoks.  Seda võiks kohata näiteks blogipostituses toidust või sõpradega vesteldes."	
sügavkülm	"eraldi külmkapp või külmkapi osa, kus on väga madal temperatuur ja toiduained säilivad kauem	 külmkapp toiduainete säilitamiseks temperatuuril kuni -35 °C"	neutraalsetes/formaalsetes	"""Sügavkülm"" on üldlevinud ja aktsepteeritud termin nii igapäevases kõnekeeles kui ka ametlikes kirjeldustes (nt kodumasinate spetsifikatsioonides).  See ei oma selgelt informaalset varjundit ega ole spetsiifiliselt formaalse stiili tunnus."	
šampus	(šampanja vm vahuveini kohta)	informaalsetes	"""Šampus"" on rahvapärane ja mitteametlik nimetus vahuveinile, samas kui ametlikus ja formaalses keeles kasutatakse pigem sõna ""šampanja"" või ""vahuvein"".  Minu treeningandmetes esineb see sõna peamiselt ilukirjanduslikes dialoogides ja argisema kõnepruugi näidetes."	
šnitt	millegi üldilme (mis millestki lähtub), millegi laad, mingi eriline võte vms	informaalsetes	"Sõna ""šnitt"" selles tähenduses viitab millegi ebamäärasele ja subjektiivsele hinnangule, mis on iseloomulik pigem argikeelele ja mitteametlikule suhtlusele. See ei ole termin, mida kasutataks ametlikes dokumentides või teadusartiklites.  ""Šnitti"" kasutamine annab tekstile vabama ja argisema tooni."	
šoppama	kauplusi mööda ringi käima, neis sisseoste tegema	informaalsetes	"Sõna ""šoppama"" on laen inglise keelest (""shopping"") ja seda kasutatakse peamiselt argikeeles ja mitteametlikes kontekstides.  See kõlab vabamalt ja emotsionaalsemalt kui näiteks ""ostlema"" või ""sisseoste tegema"". Kuigi sõna on laialt levinud, ei ole see ametlikus keeles ja formaalsetes tekstides nii tavapärane."	
šoppamine	kauplusi mööda ringi käimine, neis sisseostude tegemine	informaalsetes	"""Šoppamine"" on laenuline ja kõnekeelne sõna, mis sobib hästi argisesse suhtlusse ja mitteametlikesse tekstidesse.  See on emotsionaalselt laetud ja viitab pigem meelelahutuslikule ostlemisele, mitte niivõrd vajalike asjade hankimisele.  Formaalsetes ja ametlikes tekstides kasutatakse pigem neutraalsemaid vasteid nagu ""ostlemine"" või ""sisseostude tegemine""."	
taevakanal	(satelliittelevisiooni kanali kohta)	neutraalsetes/formaalsetes	"""Taevakanal"" on küllaltki spetsiifiline termin, mis viitab satelliittelevisiooni kanalile.  Kuigi see ei ole ametlik terminoloogia, on see piisavalt neutraalne ja arusaadav, et seda kasutada ka ametlikumas kontekstis.  See ei ole släng ega kõnekeelne väljend, mis piiraks selle kasutust ainult informaalsetes tekstides."	
tagaspidi	"selg või tagumine pool ees	 selg, tagumine pool ees, tagasisuunas	 tavapärasele liikumisele vastupidises suunas"	neutraalsetes/formaalsetes	"""Tagaspidi"" on üldkasutatav sõna, mida võib kohata nii igapäevakõnes kui ka ametlikes tekstides.  See ei ole släng ega murdesõna, mistõttu sobib see ka formaalsemasse keelekasutusse.  Sõna ei kanna endas emotsionaalset värvingut, mis piiraks selle kasutust."	
tagi	lühike jakk või jope	informaalsetes	"""Tagi"" lühikese jaki või jope tähenduses on kõnekeelne ja argine sõna.  See sobib hästi igapäevasesse suhtlusse ja mitteametlikesse tekstidesse, kuid ametlikes või formaalsetes tekstides kasutatakse pigem sõnu ""jakk"", ""jope"" või täpsemaid rõivaeseme nimetusi."	
tahaplaanile	teisejärgulisele, vähemtähtsale kohale või positsioonile	neutraalsetes/formaalsetes	"""Tahaplaanile"" viitab abstraktsele positsioonile või tähtsusele, mis on pigem formaalsema keele tunnus.  Seda kasutatakse sageli ametlikes aruteludes, analüüsides ja uudistes, kus kirjeldatakse näiteks poliitilisi või majanduslikke protsesse. Kuigi sõna ei ole rangelt formaalne, ei ole see ka tüüpiliselt informaalse suhtluse tunnusjoon."	
taibu	nutikas, hea taibuga inimene	informaalsetes	"Sõna ""taibu"" inimese kohta käiva tähendusega (""nutikas, taibukas inimene"") esineb peamiselt otsekõnes ja mitteformaalsetes vestlustes. See kõlab argikeelselt ja sobib hästi suulise kõne konteksti. Kirjakeeles kasutatakse pigem teisi sünonüüme nagu ""nutikas"", ""taibukas"", ""intelligentne"" jne."	
takkaotsa	muule lisaks, ka veel	informaalsetes	"""Takkaotsa"" kõnekeelses tähenduses ""lisaks, ka veel"" esineb peamiselt mitteametlikes ja isiklikes tekstides, näiteks jutustavas stiilis või dialoogides. See annab tekstile vabama ja argisema tooni.  Kuigi sõna võib kohata ka kirjanduses, siis pigem tegelaskuju kõnes, mitte autori jutustuses."	
takkapihta	muule lisaks, ka veel	informaalsetes	"""Takkapihta"" kõnekeelses tähenduses ""lisaks"", ""ka veel"" esineb peamiselt mitteametlikes ja isiklikes tekstides, näiteks jutustavas stiilis või dialoogides. See annab tekstile vabama ja argisema tooni.  See ei oleks sobiv ametlikes dokumentides või akadeemilistes tekstides."	
tamka	"kahe inimese lauamäng, mida mängitakse lamedate nuppudega spetsiaalsel mustade ja valgete ruutudega alusel	 kahe vastase lauamäng kabenditega tumedate ja heledate ruutudega nelinurksel laual"	neutraalsetes/formaalsetes	"""Tamka"" on lauamängu ametlik nimetus ja seda kasutatakse lauamängude reeglite kirjeldustes, spordiuudistes ja muudes ametlikes kontekstides. See ei ole släng ega piirdu ainult mitteametliku suhtlusega."	
tanta	(vanamoeliselt, saksikult tädi või vanema naise kohta)	informaalsetes	"Sõna ""tanta"" antud tähenduses on vanamoeline ja saksa keelest laenatud. Tänapäeva eesti keeles kasutatakse seda harva ja pigem irooniliselt või humoorikalt, mis sobib informaalsete tekstidega.  Formaalses või neutraalses keeles kasutataks pigem sõna ""tädi""."	
tante	(vanamoeliselt, saksikult tädi või vanema naise kohta)	informaalsetes	"Sõna ""tante"" vanamoelises tähenduses 'tädi' või 'vanem naine'  esineb tänapäeval pigem iroonilises või humoorikas kontekstis, mis on iseloomulik informaalsetele tekstidele.  See viitab vananenud kõnepruugile ja loob teatud distantsi.  Neutraalsetes ja formaalsetes tekstides kasutatakse pigem sõna ""tädi"" või ""proua""."	
tapvalt	väga, äärmiselt	informaalsetes	"Minu treeningandmete põhjal kasutatakse sõna ""tapvalt"" tähenduses ""väga, äärmiselt"" peamiselt informaalsetes kontekstides, näiteks jutukas vestluses või sotsiaalmeedias. See annab edasi tugevat emotsionaalset värvingut ja tundub argikeelne, mitte ametlik või formaalne."	
tatistama	"nuuskama	 sülitama"	informaalsetes	"Sõna ""tatistama"" tähenduses ""nuuskama sülitama"" viitab ebaviisakale ja lastepärasele tegevusele. Sellist sõnavara kasutatakse pigem mitteametlikes olukordades ja informaalsetes tekstides, näiteks laste omavahelises suhtluses või täiskasvanute humoorikas kõnepruugis. Formaalsetes või neutraalsetes tekstides kasutataks pigem sõnu ""nuuskama"" ja ""sülitama"" eraldi või kirjeldataks tegevust viisakamal moel."	
tatraveski	(esineb lobisemise ja lobiseja kohta käivates väljendites ja võrdlustes)	informaalsetes	"Sõna ""tatraveski"" piltlik tähendus viitab lobisemisele ja on selgelt kõnekeelne ning ekspressiivne. Seega sobib see pigem informaalsetesse tekstidesse, kus selline värvikas keel on omal kohal.  Formaalsetes ja neutraalsetes tekstides kasutataks pigem sõnu nagu ""lobiseja"" või ""jutukas""."	
tavaar	kaup, kraam	informaalsetes	"Sõna ""tavaar"" tähenduses ""kaup, kraam"" omab kõnekeelset varjundit ja seostub argise suhtlusega.  Seega on see pigem iseloomulik informaalsetele tekstidele. Kuigi sõna võib kohata ka neutraalsetes tekstides, on see seal pigem erand ja stiililine valik, näiteks otsekõne edasiandmisel või humoorika efekti loomiseks.  Formaalsetes tekstides on tavaliselt eelistatud neutraalsemad ja spetsiifilisemad sünonüümid nagu ""kaup"", ""toode"", ""ese"" jne."	
tegelinski	mingi (tähtis) asjamees vms	informaalsetes	"Sõna ""tegelinski"" kannab endas humoorikat ja iroonilist alatooni, mis on iseloomulik pigem mitteametlikule suhtlusele.  See kõlab kergelt halvustavalt või pilkavalt ja ei sobi ametlikku kõnekeelde ega tõsistesse tekstidesse."	
teisesooiharus	seksuaalne ja emotsionaalne tõmme teisest soost inimese vastu	neutraalsetes/formaalsetes	"""Teisesooiharus"" on termin, mis kirjeldab seksuaalset orientatsiooni.  See on pigem ametlik ja teaduslik termin, mida kasutatakse näiteks seksuoloogia, psühholoogia ja sotsioloogia kontekstis. Kuigi see ei ole rangelt formaalne, ei ole see ka tüüpiline igapäevases vestluses või informaalsetes tekstides kasutatav sõna."	
tele	"liikuvate kujutiste ja helisignaali edastamine elektrisignaalide abil (raadiolainete vahendusel)	 liikuvate piltide ja helide läbi õhu saatmine nii, et inimesed saavad neid televiisorist vaadata	 sellekohane süsteem"	informaalsetes	"""Tele"" on lühend sõnast ""televiisor"" või ""televisioon"".  Lühendid on tavaliselt iseloomulikud informaalsele keelekasutusele. Kuigi sõna ""tele"" on üsna laialt levinud ja arusaadav, ametlikes ja formaalsetes tekstides kasutatakse pigem täisversiooni ""televisioon""."	
terekest	"sõna, mida sa ütled, kui sa kellegagi kohtud	 tervitussõna, mida kasutatakse kohtumisel või kellegi poole pöördumisel"	informaalsetes	"""Tere"" on neutraalne tervitus, samas kui  ""terekest"" on selle hellitusvorm ja seetõttu pigem informaalne.  Seda kasutatakse tuttavate inimestega suheldes ja mitteametlikes olukordades."	
tibens-tobens	nii nagu vaja, korras, tipp-topp	informaalsetes	"""Tibens-tobens"" kõlab slängina ja väljendab rahvalikku, mitteametlikku tooni. See sobib hästi igapäevakõnesse ja mitteformaalsesse suhtlusse, kuid ametlikes või akadeemilistes tekstides mõjuks see kohatuna."	
tibi	välimusele suurt rõhku panev, hrl efektne, silmahakkav tüdruk või noor naine	informaalsetes	"Sõna ""tibi"" selles tähenduses on slängisõna ja seetõttu pigem iseloomulik informaalsetele tekstidele, nagu blogid, foorumid ja sotsiaalmeedia.  See ei ole ametlik ega neutraalne sõna, mida kasutataks näiteks uudistes või teadusartiklites."	
tihu	puidu mahuühik, mille aluseks on 1 m3 puhta puidu maht ilma koore ja õhuvahedeta	neutraalsetes/formaalsetes	"""Tihu"" on spetsiifiline mõõtühik, mida kasutatakse metsanduses ja puidutööstuses.  Seega on selle kasutusala pigem ametlik ja tehniline.  Kuigi sõna võib esineda ka informaalsetes tekstides, näiteks metsamehe jutus omavahel, on selle esmane ja peamine kasutusvaldkond siiski ametlikum keel."	
till	mehe suguti	informaalsetes	"Sõna ""till"" mehe suguti tähenduses on selgelt labane ja ebaviisakas.  Seda kasutatakse peamiselt väga informaalses suhtluses, näiteks roiskõnes või anonüümsetes kommentaariumites, kus viisakusreeglid ei kehti.  Neutraalsetes või formaalsetes tekstides on selle kasutamine täiesti sobimatu."	
tinakas	joomiskõlbmatuks tehtud piiritus vm aine, mis on mõeldud ainult tehniliseks kasutamiseks	informaalsetes	"Sõna ""tinakas"" viitab ebaseaduslikule ja potentsiaalselt ohtlikule tegevusele ning seostub argikeele ja slängiga. Seega on selle kasutus pigem iseloomulik informaalsetele tekstidele, kus selline kõnepruuk on aktsepteeritavam.  Ametlikes ja formaalsetes tekstides kasutatakse tõenäolisemalt neutraalsemaid termineid nagu ""denatureeritud alkohol"" või ""tehniline piiritus""."	
tindijüri	(kirjatöötegija kohta)	informaalsetes	"Sõna ""tindijüri"" kannab endas humoorikat ja halvustavat varjundit, mis sobib pigem informaalsesse suhtlusse.  See kõlab nagu hüüdnimi või släng ja ei sobiks ametlikku või akadeemilisse teksti."	
tinutama	(ohtralt, kanget) alkoholi jooma, viina võtma	informaalsetes	"Sõna ""tinutama"" viitab alkoholi tarvitamisele ebaviisakal ja halvustaval moel. See on slängisõna ja sobib seetõttu pigem informaalsesse suhtlusse.  Ametlikes või neutraalsetes tekstides kasutataks pigem sõnu nagu ""alkoholi tarvitama"" või ""jooma""."	
tips	väike kogus alkoholi	informaalsetes	"Sõna ""tips"" antud tähenduses on laen inglise keelest ja kõnekeelne.  Seega on selle kasutus pigem omane mitteametlikule suhtlusele ja informaalsetele tekstidele.  Ametlikes või formaalsetes tekstides kasutataks pigem sõnu nagu ""jook"", ""napseke"" või ""veidi alkoholi""."	
tiss	"üks kahest naise pehmest ümarast elundist, millest lapse sünni järel eritub piima	 üks kahest ümarast pehmest osast naise kehal, kust beebi saab piima juua"	informaalsetes	"Sõna ""tiss"" on otsene ja rahvapärane nimetus naise rinnaosale. Kuigi sõna iseenesest ei ole ropp, peetakse seda meditsiinilises või ametlikus kontekstis ebaviisakaks või liiga familiaarseks.  Ametlikes tekstides ja meditsiinilises keeles kasutatakse pigem sõna ""rinn"" või ""nis"". Igapäevases kõnekeeles ja mitteametlikes olukordades on ""tiss"" aga tavapärane ja loomulik."	
tissima	rinda imema	informaalsetes	"Sõna ""tissima"" on lapsekeelne ja seda kasutatakse peamiselt mitteametlikes vestlustes, eriti laste ja vanemate vahel.  Formaalsemas või ametlikumas kontekstis kasutatakse pigem sõna ""imema"" või ""rinnaga toitma"".  Seega on ""tissima"" selgelt informaalse stiiliga sõna."	
tohterdama	ravima, ravitsema	informaalsetes	"""Tohterdama"" kõlab rahvapärase ja mitteametlikuna.  See sobib pigem igapäevakõnesse või ilukirjanduslikku otsekõnesse kui ametlikesse või teaduslikesse tekstidesse. Meditsiinilises kontekstis kasutatakse pigem sõnu ""ravima"" või ""ravitama""."	
tohutu	väga, määratult	neutraalsetes/formaalsetes	"""Tohutu"" tähenduses ""väga, määratult"" on küll intensiivistav sõna, aga seda kasutatakse ka ametlikumas ja kirjanduslikus keeles.  See ei ole släng ega piirdu ainult argikeelega. Näiteks võib öelda ""tohutu tähtsusega"" või ""tohutu edu"", mis sobivad ka formaalsemasse konteksti.  Kuigi sõna väljendab tugevat emotsiooni või rõhuasetust, ei ole see iseenesest informaalne."	
toi	vana mees	informaalsetes	"Sõna ""toi"" vana mehe tähenduses on halvustav ja slängisõna, mida kasutatakse peamiselt mitteametlikes olukordades ja suulises kõnes.  See ei sobi ametlikku kirja- ega kõnekeelde."	
tong	(padruni) sütik	informaalsetes	"Sõna ""tong"" padrunisütiku tähenduses on släng ja seetõttu esineb see pigem informaalsetes tekstides, näiteks jahimeeste omavahelises suhtluses.  Formaalsemates ja neutraalsetes tekstides kasutatakse pigem ametlikku terminit ""sütik""."	
tongi	(kergelt) purju	informaalsetes	"Sõna ""tongi"" tähenduses ""kergelt purju"" on släng ja seetõttu pigem kõnekeelne.  Seega sobib see eelkõige informaalsetesse tekstidesse, nagu näiteks sõprade vaheline vestlus või blogipostitus. Formaalsetes või neutraalsetes tekstides kasutataks pigem sõnu nagu ""joobes"", ""napsune"" või ""alkoholisisaldusega jooke tarvitanud""."	
tongis	alkoholiuimas, napsitanud (olekus), (kergelt) purjus	informaalsetes	"Sõna ""tongis"" selles tähenduses on kõnekeelne ja emotsionaalselt värvitud.  See sobib hästi argisesse suhtlusse ja mitteametlikesse olukordadesse, kuid ametlikes või formaalsetes tekstides mõjuks see kohatu."	
torujüri	torutööde asjatundja, torude valmistamisele ja remondile spetsialiseerunud lukksepp	informaalsetes	"""Torujüri"" kõlab rahvapärase ja humoorika nimetusena torutöölise kohta.  See meenutab selliseid sõnu nagu ""raudrüütel"" (raudteetöölise kohta) või ""soomepoiss"" (Soome ehitustööle läinud eestlase kohta), mis on samuti pigem informaalses keeles kasutatavad.  Tõenäolisemalt kohtaks seda sõna jutukas vestluses või blogipostituses kui ametlikus dokumendis või erialases kirjanduses."	
