märksõna;Tähendus(ed) (ÕS, ÜS);GPT-4o (17.05.24);"sildid
(valdkonnad suurtähtedes)";GPT 4 (27.03.24);sildid;Leksikograafi hinnang: SKMi järgi ÜSi pakutav registrimärgend või registrita;ÜK 2023: esinemisjuhud (konkordantsi järgi + sagedus per mln);"ÜK 2023: TOPIC
density üle 106% = tüüpiline
95–105% = keskmine
alla 94% = ei ole tüüpiline
esimesed viis";"ÜK 2023: GENRE
density üle 106% = tüüpiline
95–105% = keskmine
alla 94% = ei ole tüüpiline
esimesed viis";"ÜK 2023 konkordantsi uurimise järgi märkmeid
(random sample 200)";Leksikograafi hinnang: korpuse järgi ÜSi pakutav registrimärgend või registrita;Leksikograafi hinnang: mudel vs. korpus (mille poolest sarnanesid või erinesid);märkmed, mida ei oska kuhugi;Allikas (ÕS või ÜS);Orig. allika märgend;Teise allika märgend (27.–30.05.2024);"Kas SKM oli informatiivne?
(jah/ei)";"põhjendus, miks ei olnud
(kvalitatiivne analüüs hiljem)";"Kas korpus oli informatiivne?
(jah/ei)";"põhjendus, miks ei olnud
(nt sõna sagedus korpuses?)";"Kas SKM ja korpus täiendasid teineteist?
(jah/ei)";mille poolest täiendasid/erinesid?;"Kas märgendite pakkumine erineb SKMi ja korpuse puhul? 
(jah/ei)";"Leksikograafi pakkumine SKMi põhjal vs. originaalallikas?
(sama/mitte)";"Leksikograafi pakkumine korpuse põhjal vs. originaalallikas?
(sama/mitte)";"orig. allikas on argi/kõnek, aga SKMi ja/või korpuse järgi ei hinda nii
(täita ainult siis, kui jah;
vastupidi = SKM/korp pakkus kõnek, aga allikas polnud)"
serbak;"ÜS: pika varrega võrkkott (kahv) kalade ammutamiseks või püüdmiseks
ÕS: kahv v pika varrega puust pang kala veest väljatõstmiseks";"Ma ei oska öelda, millistes tekstides kasutatakse sõna ""serbak"". See ei tundu olevat tavaline eesti keele sõna. Võimalik, et see on spetsiifiline termin või släng, kuid ilma täiendava kontekstita on raske täpselt öelda, kus ja kuidas seda kasutatakse.";ei tea;kasutatakse peamiselt murdekeelsetes tekstides või vanemas kirjanduses, tähendab 'serblane'.;murdekeel, vanem kirjandus;murdes? (aga tähendus on vale);21 (0,01 per mln);"NONE 16 (tüüpiline)
pets & animals 3 (tüüpiline)
other: maritime 2 (ÜLIÜLItüüpiline)
other 2 (tüüpiline)
pets & animals: fishing 1 (väga tüüpiline)";"periodicals 14 (tüüpiline)
encyclopedia 2 (tüüpiline)
NONE 2 (ei ole tüüpiline)
blogs 2 (ei ole tüüpiline)
forums 1 (ei ole tüüpiline)";kõik näited tunduvad olevat õiges murdetähenduses;murdes;korpus on parem, kumbki mudel murdetähendust ei leia;palju nimesid, võtsin suure algustähega välja;EKI ühendsõnastik;murdes;murdes;ei;uuem ei tea, vanem versioon pakub registrit, aga valet tähendust;jah;;jah;korpus on parem, kõik näited on õiges murdetähenduses. kumbki mudel murdetähendust ei leia;jah;ei kehti;sama;
siin;"ÜS: kaks homonüümi mitmete tähendustega
ÕS: (kardinapuul)";kasutatakse eesti keeles mitmesugustes tekstides, sealhulgas: 1. Igapäevases suhtluses ja vestlustes, et viidata konkreetsele kohale või asukohale. 2. Kirjanduses ja ilukirjanduslikes tekstides, et kirjeldada tegevuskohta. 3. Ametlikes dokumentides ja kirjavahetuses, et täpsustada asukohta või konteksti. 4. Teaduslikes ja akadeemilistes töödes, et viidata uurimisobjektile või -kohale. 5. Meedias ja ajakirjanduses, et anda teada sündmuste toimumiskohast.;erinevad tekstid;kasutatakse laialdaselt erinevates tekstides, tähendab 'antud kohas'.;erinevad tekstid;registrita;3033278 (801,44 per mln);NONE 1557149 (ei ole tüüpiline), culture & entertainment 330615 (keskmine), politics & government 222653 (tüüpiline), technology & it 190384 (keskmine), sports 158669 (ei ole tüüpiline);periodicals 1017585 (ei ole tüüpiline), blogs 648272 (tüüpiline), forums 600823 (tüüpiline), NONE 498913 (ei ole tüüpiline), fiction 158620 (tüüpiline);määrsõnad, polnud nimisõnana;registrita;sama;;EKI ühendsõnastik;registrita;registrita +  info magistraaljuhtmestik energia v signaalide edastuseks;jah;;jah;;ei;sama;ei;sama;sama;
silmakae;"ÜS: silmaläätse osaline või täielik hägustumus
ÕS: märksõna pole";kasutatakse eesti keeles meditsiinilistes ja tervishoiualastes tekstides, eriti oftalmoloogia kontekstis. Silmakae viitab silmahaigusele, mida tuntakse ka katarakti nime all, ja see tähendab silmaläätse hägustumist, mis võib põhjustada nägemise halvenemist. Tekstid, kus seda sõna võib kohata, hõlmavad arstide ja patsientide vahelisi suhtlusi, tervisealaseid artikleid, teadusuuringuid ja meditsiinilisi õpikuid.;MEDITSIIN, TERVISHOID, OFTALMOLOOGIA;kasutatakse meditsiinilistes tekstides, tähendab 'silma läätse hägustumist põhjustav haigus'.;MEDITSIIN;registrita;297 (0,08 per mln);NONE 130 (ei ole tüüpiline), health 81 (tüüpiline - väga > 1605%), science 14 (tüüpiline), nature & environment 11 (tüüpiline), politics & government 10 (ei ole tüüpiline);periodicals 186 (tüüpiline), NONE 57 (ei ole tüüpiline), blogs 24 (ei ole tüüpiline),  forums 16 (ei ole tüüpiline), e-commerce 7 (ei ole tüüpiline);terviseteemalistes tekstides, aga paistab, et pigem populaarteaduslikes või muidu lihtsakoelisemates, meditsiinis on selle kohta vist täpsem termin;kõnek;gpt4-o räägib teadusuuringutest ja meditsiinilistest õpikutest, aga neis pigem polnud, silmakae vist rohkem rahvakeelne nimetus;Lydia: kõnek, sest oskuskeeles pole see termin?;EKI ühendsõnastik;kõnekeelne;ple;jah;;jah;;jah;gpt4-o räägib teadusuuringutest ja meditsiinilistest õpikutest, aga neis pigem polnud, silmakae vist rohkem rahvakeelne nimetus;jah;mitte;sama;jah
sinepivann;"ÜS: raviprotseduur vees, millesse on segatud sinepipulbrit
ÕS: märksõna pole";kasutatakse tavaliselt tervise ja heaolu kontekstis, eriti rahvameditsiinis ja looduslike ravimeetodite kirjeldustes. Sinepivannid on traditsiooniline meetod, mida kasutatakse külmetushaiguste, lihaspingete ja vereringe parandamiseks. Sellest võib lugeda terviseajakirjades, loodusmeditsiini käsitlevates raamatutes ja artiklites, samuti internetifoorumites ja blogides, mis keskenduvad looduslikele ravimeetoditele ja kodustele tervisenõuannetele.;TERVIS, HEAOLU, RAHVAMEDITSIIN, LOODUSMEDITSIIN;kasutatakse meditsiinilistes ja tervisealastes tekstides, tähendab 'sinepiga segatud veevanni'.;MEDITSIIN, TERVIS;registrita;97 (0,03 per mln);NONE 51 (keskmine), health 15 (tüüpiline), home, family & children 9 (tüüpiline), women & beauty 8 (tüüpiline), culture & entertainment 5 (ei ole tüüpiline);periodicals 29 (ei ole tüüpiline), blogs 28 (tüüpiline), forums 16 (tüüpiline), NONE 14 (ei ole tüüpiline), e-commerce 9 (tüüpiline);rahvameditsiinis, mistap pigem blogides, foorumites, ajakirjanduses, aga mitte mediitsinitekstides;registrita;samad teemad ja anrid;;EKI ühendsõnastik;registrita;ple;jah;;jah;;ei;samad teemad ja anrid;ei;sama;sama;
sisse ajama;"ÜS: 5 tähendust
ÕS: pole tähendust";"Sisse ajama on eesti keeles mitmetähenduslik väljend, mida võib kasutada erinevates kontekstides. Siin on mõned näited, kus seda väljendit võib kohata: 1. Igapäevane kõnekeel: ""Sisse ajama"" võib kasutada igapäevases kõnepruugis, näiteks toidu kohta: ""Ta ajas kogu koogi korraga sisse."" 2. Meditsiiniline kontekst: Seda väljendit võib kasutada ka meditsiinilises kontekstis, näiteks ravimite manustamise kohta: ""Arst ajas patsiendile ravimi sisse."" 3. Mehaaniline kontekst: ""Sisse ajama"" võib kasutada ka mehaanilises või tehnilises kontekstis, näiteks mootori käivitamise kohta: ""Ta ajas auto mootori sisse."" 4. Majanduslik või äriline kontekst: Seda väljendit võib kasutada ka ärilises kontekstis, näiteks investeeringute kohta: ""Ta ajas oma raha uude projekti sisse.""";erinevad tekstid, argikeel, MEDITSIOON, MEHAANIKA, MAJANDUS;kasutatakse igapäevakeeles, blogides, foorumites, sotsiaalmeedias, tähendab 'midagi sisse viima või tekitama'.;argikeel, blogid, foorumid, sotsiaalmeedia;kõnek, registrita;6587 (1,74 per mln);NONE 2992 (ei ole tüüpiline), sports 892 (tüüpiline), technology & it 773 (tüüpiline), technology & it:cars 648 (tüüpiline), culture & entertainment 386 (ei ole tüüpiline);forums 2447 (tüüpiline), blogs 1811 (tüüpiline), periodicals 1490 (ei ole tüüpiline), NONE 634 (ei ole tüüpiline), fiction 112 (ei ole tüüpiline);blogid ja foorumid on kohad, kus räägitakse endale toidu sisse ajamisest. sisse võib ajada veel vesi või suits;kõnek, registrita;mudelid pakkusid valesid tähendusi ja kontekste (meditsiiniline, mehaaniline, äriline), aga pakkusid blogisid ja foorumeid nagu korpuski;;EKI ühendsõnastik;"kõnekeelne: ainult 1.  palju või ahnelt sööma või jooma; teised registrita";registrita, aga näidetes: Ajab endale putru (näost) sisse argi, halv ahmib putru (süüa).;jah;;jah;;jah;mudelid pakkusid valesid tähendusi ja kontekste (meditsiiniline, mehaaniline, äriline), aga pakkusid blogisid ja foorumeid nagu korpuski;ei;sama;sama;
sotsmaa;"ÜS: (endisaja) sotsialistlik riik
ÕS: märksõna pole";eesti keeles harva kasutatav sõna, mis võib viidata sotsialistlikule maale või riigile. Seda terminit võib leida ajaloolistes või poliitilistes tekstides, eriti nendes, mis käsitlevad Nõukogude Liidu perioodi või sotsialistlikke riike üldiselt. Kui sul on konkreetsem kontekst või tekst, kus seda sõna kasutatakse, siis saaksin täpsemalt vastata. Praegu saan öelda, et see sõna võib esineda ajaloolistes, poliitilistes või ideoloogilistes aruteludes ja tekstides.;AJALUGU, POLIITIKA;kasutatakse ajaloolistes tekstides, mis käsitlevad Nõukogude perioodi Eestis.;AJALUGU;registrita või harv;629 (0,17 per mln);NONE 344 (keskmine), cultue & entertainment 104 (tüüpiline), technology & it 66 (tüüpiline), technology & it:cars 44 (tüüpiline), sports 43 (keskmine);periodicals 365 (tüüpiline), forums 125 (tüüpiline), NONE 72 (ei ole tüüpiline), blogs 49 (ei ole tüüpiline), periodicals:journals 25 (tüüpiline);näib, et sõna kasutus on aastate jooksul vähenenud;registrita (sellepärast ei pane kõnek, et periodicals on rohkem kui forums ja blogidele polegi tüüpiline);tundub, et mudelid pole väga kursis selle sõnaga ja on tõsi, et korpuses on kasutus vähenenud. mainitakse Nõukogude aega Eestis, aga see pole päris õige;;EKI ühendsõnastik;kõnekeelne;ple;jah;;jah;;jah;tundub, et mudelid pole väga kursis selle sõnaga ja on tõsi, et korpuses on kasutus vähenenud. mainitakse Nõukogude aega Eestis, aga see pole päris õige;jah;mitte;mitte;jah
spets;"ÜS: 1.  inimene, kes tunneb hästi oma ala, hrl vastava haridusega inimene ; 2. kindla, määratud otstarbega, millegi jaoks mõeldud, valmistatud või kasutatav 
ÕS: 1) spetsialist; 2) argi eri-, spetsiaal";"kasutatakse eesti keeles mitmesugustes tekstides, sealhulgas igapäevases kõnes, ajakirjanduses, tehnilistes dokumentides ja erialastes artiklites. See on lühend sõnast ""spetsialist"" ja viitab tavaliselt inimesele, kes on oma ala ekspert või professionaal. Näiteks võib seda sõna kohata töökuulutustes, kus otsitakse teatud valdkonna spetsialisti, või intervjuudes, kus räägitakse kellegi erialastest oskustest ja teadmistest.";erinevad tekstid;kasutatakse igapäevakeeles, ametialastes tekstides, töökuulutustes.;argikeel, ametialased tekstid, töökuulutused;kõnek, registrita;23675 (6,26 per mln);NONE 8518 (ei ole tüüpiline), technology & it 7353 (tüüpiline), technology & it:cars 5654 (tüüpiline), sports 1530 (ei ole tüüpiline), construction & real estate 1229 (tüüpiline);forums 15271 (tüüpiline), blogs 3612 (tüüpiline), periodicals 2750 (ei ole tüüpiline), NONE 1603 (ei ole tüüpiline), e-commerce 309 (ei ole tüüpiline);foorumid ja blogid;kõnek;"mudelid pakuvad töökuulutusi ja ametialaseid tekste, justkui ajaks segi sõnad ""spets"" ja ""spetsialist""";Lydia: huvitav, et ÕSis ei ole spetsialisti peetud argiks;EKI ühendsõnastik;kõnekeelne: mõlemad;"spets ' spetsialist' registrita; sp`et's+ argi eri-, spetsiaal-:";jah;;jah;;jah;mudelid pakuvad ka neutraalset konteksti;jah;mitte;sama;jah
suva;"ÜS: 1. isiklik heaksarvamine, äranägemine, tahtmine, soov; 2. vabalt, juhuslikult valitud
ÕS: heaksarvamine, äranägemine";"kasutatakse eesti keeles mitmesugustes tekstides ja kontekstides. See sõna tähendab üldiselt ükskõiksust või huvipuudust millegi suhtes. Näiteks võib seda kasutada igapäevases kõnes, kirjanduses, ajakirjanduses ja sotsiaalmeedias. Siin on mõned näited: 1. Igapäevane kõne: ""Mul on täiesti suva, mida me täna õhtul teeme."" 2. Kirjandus: ""Tema suva suhtumine kõigesse ajas mind närvi.  3. Ajakirjandus: ""Poliitiku suva vastused ajakirjanike küsimustele tekitasid pahameelt."" 4. Sotsiaalmeedia: ""Täna on mul lihtsalt suva päev, ei viitsi midagi teha.""";erinevad tekstid;kasutatakse igapäevakeeles ja kirjanduses, et väljendada ükskõiksust või juhuslikkust.;argikeel, kirjandus;kõnek, registrita;32807 (8,67 per mln);NONE 18246 (keskmine), technology & it 3170 (tüüpiline), culture & entertainment 3148 (ei ole tüüpiline), technology & it:cars 2296 (tüüpiline), sports 1601 (ei ole tüüpiline);forums 10496 (tüüpiline), blogs 9128 (tüüpiline), periodicals 9035 (ei ole tüüpiline), NONE 3127 (ei ole tüüpiline), fiction 394 (ei ole tüüpiline);"""suva järgi"" neutraalsemates tekstides, ""suva olema"" ja ""suva tüüp"" vm emotsionaalsemates";kõnek, registrita;"mudelid ei märganud kasutust ""suva järgi""";;EKI ühendsõnastik;kõnekeelne: ainult 2. vabalt, juhuslikult valitud;registrita;jah;;jah;;jah;"mudelid ei märganud kasutust ""suva järgi""";ei;sama;sama;jah
söögikaalikas;"ÜS: toiduks kasvatatav kaalikas
ÕS: pole märksõna";kasutatakse tekstides, mis käsitlevad toitumist, põllumajandust, aiandust ja toiduvalmistamist. Näiteks võib seda sõna leida retseptides, kus kaalikas on koostisosana, aiandusjuhendites, mis annavad nõu kaalika kasvatamise kohta, või toitumisalastes artiklites, mis räägivad kaalika toiteväärtusest ja tervislikkusest.;TOITUMINE, PÕLLUMAJANDUS, AIANDUS, KOKANDUS;kasutatakse toiduainete ja aednikutööga seotud tekstides.;TOIDUAINED, AIANDUS;registrita;24 (0,01 per mln);NONE 19 (tüüpiline), law & justice 3 (tüüpiline), agriculture 1 (tüüpiline), food & drinks 1 (tüüpiline);periodicals 20 (tüüpiline), NONE 3 (ei ole tüüpiline), blogs 1 (ei ole tüüpiline);teabetekstid. tundub, et inimesed omavahel söödakaalikast igatahes ei räägi;registrita;gpt4-o pakkus kasutust retseptides, aga korpuses sõõdakaalikat retseptides polnud, muus osas üsna samad;;EKI ühendsõnastik;registrita;"artiklis ""kaalikas"" liitsõnana registrita";jah;;jah;;jah;gpt4-o pakkus kasutust retseptides, aga korpuses sõõdakaalikat retseptides polnud, muus osas üsna samad;ei;sama;sama;
süstamees;"ÜS: ""Seda sõna ei leidnud. Proovi muuta otsingut""
ÕS: pole märksõna";kasutatakse tekstides, mis käsitlevad veespordialasid, eriti süstasõitu või kajakisõitu. Seda võib leida spordiuudistes, harrastajate blogides, veespordiklubide veebilehtedel, treeningjuhendites ja võistluste kirjeldustes. Kui kontekst on seotud spordiga, siis tõenäoliselt kasutatakse seda sõna süstasõidu harrastaja või võistleja tähistamiseks.;VEESPORT, SÜSTASÕIT, KAJAKISÕIT;kasutatakse spordi- ja vabaajategevustega seotud tekstides, mis käsitlevad kanuusõitu.;SPORT, VABA AEG;registrita;83 (0,02 per mln);NONE 52 (tüüpiline), sports 28 (tüüpiline), nature & environment 2 (tüüpiline), sports:hiking 1 (tüüpiline), women & beauty 1 (ei ole tüüpiline);periodicals 44 (tüüpiline), blogs 15 (tüüpiline), forums 13 (tüüpiline), NONE 11 (ei ole tüüpiline), periodicalsjournals 3 (tüüpiline);sporditekstides, natuke nagu sõbramehelikes või humoorikates;registrita või äkki kõnek;mudelid pakuvad samu anre, mis korpus, aga mudelitest ei tule välja kõnekeelne maik;;EKI ühendsõnastik;kõnekeelne;;jah;;jah;;jah;korpusest tuli ka kõnek välja;jah;mitte;mitte;jah
tantsukihk;"ÜS: ""Seda sõna ei leidnud. Proovi muuta otsingut""
ÕS: pole märksõna";kasutatakse eesti keeles tekstides, mis käsitlevad tantsimist või tantsimise soovi. See võib esineda kirjanduses, ajakirjanduses, blogides, muusikatekstides või vestlustes, kus räägitakse tantsimise soovist või tungist tantsida. Näiteks võib see sõna esineda romaanides, novellides, luuletustes, artiklites või isegi sotsiaalmeedia postitustes, kus kirjeldatakse kellegi kirge või tungi tantsida.;TANTS, MUUSIKA, erinevad tekstid;kasutatakse kirjanduses ja igapäevakeeles, et kirjeldada tugevat soovi tantsida.;kirjandus, argikeel;registrita või kõnek;22 (0,01 per mln);NONE 12 (ei ole tüüpiline), culture & entertainment 6 (tüüpiline), culture & entertainment:books & literautre 2 (tüüpiline), education:languages & linguistics 1 (tüüpiline), education 1 (tüüpiline);periodicals 9 (ei ole tüüpiline), NONE 5 (keskmine), blogs 4 (tüüpiline), forums 2 (ei ole tüüpiline), encyclopedia 1 (tüüpiline);"natuke nagu naljatlevalt (""sarv oli soe ja tantsukihk kõditas jalataldasid"")";kõnek;;mudelite vastuste põhjal jääb kuidagi mulje, nagu tung tantsida oleks hästi tavaline ja argine nähtus;EKI ühendsõnastik;registrita;;jah;;jah;;jah;mudelist tuli neutraalsemat välja kui korpusest, kus ka vähe vasteid;jah;mitte;mitte;vastupidi
targema;"ÜS: suutma, võima, välja kannatama
ÕS: võima, välja kannatama";kasutatakse eesti keeles tavaliselt kirjanduses, artiklites, vestlustes ja muudes tekstides, kus räägitakse tarkusest või arukamaks muutumisest. Näiteks võib seda sõna leida haridusteemalistes tekstides, eneseabi raamatutes või filosoofilistes aruteludes. ;kirjandus, artiklid, vestlused, HARIDUS, ENESEABI, FILOSOOFIA ;kasutatakse igapäevakeeles ja kirjanduses, et viidata teadmiste või oskuste paremusele.;argikeel, kirjandus;registrita;9 (less than 0,01 per mln);;;ükski korpuses esinevatest juhtudest ei ole murdetähenduses, vaid tark komparatiivid;;;;EKI ühendsõnastik;murdes;murdes;jah;;ei;vähe vasteid;ei;korpusest polnud kasu;jah;mitte;ei kehti;
teeperv;"ÜS: (kaldus) teeäär
ÕS: märksõna pole";kasutatakse eesti keeles tekstides, mis käsitlevad liiklust, teede infrastruktuuri, maastikukujundust või keskkonnateemasid. Näiteks võib seda sõna leida liiklusohutuse juhendites, teede hoolduse ja ehituse dokumentides, looduskaitse ja maastikukujunduse artiklites ning ka ilukirjanduslikes teostes, kus kirjeldatakse maastikku või teekonda.;LIIKLUS, TEED, MAASTIKUKUJUNDUS, KESKKOND, juhendid, dokumendid, LOODUSKAITSE, artiklid, ilukirjandus;kasutatakse botaanika ja loodusteadustega seotud tekstides.;BOTAANIKA, LOODUSTEADUS;Registrit ei paneks. Mudelid erinevad omavahel valdkondade osas.;"5,920
1.56 per mln";"===NONE===	3,812	tüüp
technology & IT	613	tüüp
sports	428	tüüp
culture & entertainment	325	tüüp travel & tourism	196 tüüp";"periodicals	2,717	keskm
blogs	1,149	tüüp
===NONE===	780	mittetüüp
forums	639	mittetüüp
fiction	499	tüüp";;Korpuse põhjal märgendit ei paneks.;Mudel pakub täpsemalt teedeehitusega seotud valdkondi, korpusees esimeseena tehnoloogia ja it.;;EKI ühendsõnastik;registrita;vastavates artiklites registrita;jah;;jah;;jah;mudelist tuli valdkondi välja, aga registrit ikkagi ei paneks. kas seos emakeelse kõneleja teadmistega ka?;ei;sama;sama;
tegevsõjaväelane;"ÜS: tegevväelane
ÕS: märksõna pole";kasutatakse tekstides, mis käsitlevad sõjaväeteenistust, kaitseväge, riigikaitset ja militaarteemasid. See võib esineda ametlikes dokumentides, seadustes, kaitseväe aruannetes, ajakirjanduses, uudistes, artiklites ja raamatutes, mis räägivad sõjaväelastest, nende rollidest ja ülesannetest. Samuti võib seda sõna leida personalidokumentides ja sõjaväelaste karjääriga seotud materjalides.;SÕJAVÄETEENISTUS, KAITSEVÄGI, RIIGIKAITSE, SÕJANDUS;kasutatakse sõjanduse ja ajalooalastes tekstides.;SÕJANDUS, AJALUGU;Kui märkida valdkondi, võiks kaaluda sõjandust.;"114
0.03 per mln";"===NONE===	63	tüüp
politics & government	22	tüüp
education	8	tüüp
culture & entertainment	7	mittetüüp
sports	4	mittetüüp";"periodicals	90	tüüp
===NONE===	10	mittetüüp
blogs	6	mittetüüp
forums	3	mittetüüp
encyclopedia	2	tüüp";;Registrita.;Mudelitel selgelt esil sõjandus, korpus pakub esimesena politics and government.;;EKI ühendsõnastik;registrita;ple;jah;;jah;;jah;mudeli põhjal võiks kaaluda erialamärgendit;ei;sama;sama;
tillist tõmbama;"ÜS: kedagi petma, tüssama
ÕS: märksõna pole";eesti keeles slängi kuuluv väljend, mida kasutatakse tavaliselt kellegi narrimise või petmise tähenduses. Seda võib kohata mitteametlikes vestlustes, huumoriga seotud tekstides või noorte kõnepruugis. Täpsemat konteksti, kus seda väljendit kasutatakse, ei oska ma öelda, kuna see sõltub suuresti situatsioonist ja kõnelejatest.;släng, mitteametlikud vestlused, HUUMOR;kasutatakse sageli kõnekeeles, eriti mõnes Eesti regioonis. See võib esineda ka kirjanduses, eriti kui autor kujutab tegelaskujusid, kes kasutavad sellist kõnepruuki.;kõnekeel, kirjandus;Kaaluks märgendit KÕNEK või SLÄNG.;"353
0.09 per mln";"===NONE===	206	keskm
culture & entertainment	47	tüüp	
technology & IT	32	tüüp	
sports	19 mittetüüp	
travel & tourism	10	keskm";"periodicals	112	tüüp
forums	100	tüüp
blogs	81	tüüp
===NONE===	34	mittetüüp
fiction	22	tüüp
";;Kuna foorumid ja blogid on tüüpilised ja ka nende kombineeritud sagedus suurim, siis paneks KÕNEK. (Äkki siit saabki põhimõtte, et KÕNEK, kui foorumite ja blogide üldsagedus üle poole ja on tüüpilised.);Nii mudelite kui ka korpuse põhjal pigem paneks märgendi.;;EKI ühendsõnastik;kõnekeelne;ple;jah;;jah;;jah;mudeli järgi paneks ka släng;ei;sama;sama;
